"phi_0","gradPhi_0","gradPhi_1","Points:0","Points:1","Points:2"
-0.82338,2.159,0.64562,-0.34414,1.0291,0
-0.73323,2.2044,0.57838,-0.30695,1.0438,0
-0.66162,2.1764,0.48266,-0.28583,1.0917,0
-0.6805,2.1179,0.45888,-0.3019,1.1248,0
-0.76235,2.05,0.48184,-0.34465,1.1402,0
-0.82581,2.0305,0.52781,-0.37133,1.1223,0
-0.82335,2.1124,0.60291,-0.3532,1.0602,0
-0.74255,2.1477,0.54379,-0.31951,1.0759,0
-0.75226,2.0964,0.51174,-0.33208,1.108,0
-0.82418,2.0697,0.56377,-0.36226,1.0912,0
-2.3672,0.52867,0.70002,-1.0334,0.42095,0
-2.3391,0.5545,0.74995,-1.0127,0.44429,0
-2.3225,0.71635,0.67767,-1.0824,0.53,0
-2.3538,0.69186,0.63994,-1.1048,0.50644,0
-2.3609,0.58881,0.68075,-1.0572,0.44945,0
-2.3316,0.61432,0.72616,-1.0359,0.47286,0
-2.3261,0.66808,0.70196,-1.0592,0.50143,0
-2.3564,0.643,0.66057,-1.081,0.47795,0
-2.587,0.53375,0.23482,-1.2724,0.20042,0
-2.6008,0.566,0.2282,-1.3005,0.20757,0
-2.6274,0.59124,0.18828,-1.3375,0.18286,0
-2.6381,0.5887,0.15452,-1.3463,0.15099,0
-2.6322,0.55791,0.12111,-1.3267,0.11235,0
-2.6175,0.52532,0.12115,-1.2982,0.10558,0
-2.5953,0.49048,0.16106,-1.2613,0.1303,0
-2.5854,0.49335,0.20144,-1.2528,0.16179,0
-2.5984,0.52813,0.19689,-1.281,0.16881,0
-2.6124,0.56073,0.1925,-1.3092,0.17583,0
-2.6229,0.55805,0.15672,-1.318,0.14409,0
-2.6086,0.52536,0.15892,-1.2896,0.1372,0
-1.7715,1.3103,0.95056,-0.78313,0.82989,0
-1.7728,1.3052,1.0033,-0.7663,0.80602,0
-1.5733,1.5183,0.94406,-0.68649,0.89455,0
-1.5956,1.4902,0.90014,-0.71116,0.91061,0
-1.7139,1.3721,0.93901,-0.75914,0.8568,0
-1.7077,1.3786,0.99063,-0.7397,0.83553,0
-1.6411,1.45,0.97067,-0.71309,0.86504,0
-1.6552,1.4322,0.92205,-0.73515,0.8837,0
-1.472,1.5625,0.66369,-0.71597,1.0792,0
-1.4551,1.5664,0.61991,-0.71992,1.1151,0
-1.5,1.5311,0.59735,-0.75406,1.1282,0
-1.5594,1.4922,0.61325,-0.78424,1.1055,0
-1.6185,1.4533,0.662,-0.80214,1.0541,0
-1.6203,1.4536,0.69997,-0.78985,1.0253,0
-1.5715,1.4906,0.6902,-0.76522,1.0433,0
-1.5221,1.527,0.67809,-0.74059,1.0613,0
-1.5103,1.5297,0.63648,-0.74733,1.0948,0
-1.5648,1.4919,0.65056,-0.77473,1.0744,0
-1.5209,1.5031,0.49015,-0.80298,1.2265,0
-1.5695,1.4762,0.50713,-0.82744,1.2022,0
-1.6168,1.4502,0.55516,-0.8394,1.1461,0
-1.6168,1.4516,0.58966,-0.82691,1.1145,0
-1.4497,1.5546,0.54068,-0.74209,1.1843,0
-1.4604,1.5414,0.50512,-0.76031,1.2176,0
-1.5129,1.5122,0.52352,-0.78667,1.1938,0
-1.5651,1.4818,0.54027,-0.81304,1.17,0
-1.5617,1.4871,0.57559,-0.79864,1.1378,0
-1.5059,1.5215,0.55919,-0.77036,1.161,0
-2.6742,1.0588,0.1223,-1.823,1.6565,0
-2.6643,1.0617,0.11218,-1.8169,1.6867,0
-2.7619,1.0301,0.1117,-1.9098,1.6824,0
-2.7671,1.0291,0.12167,-1.9115,1.6524,0
-2.7436,1.0373,0.13158,-1.8852,1.6237,0
-2.7142,1.0465,0.13184,-1.8571,1.625,0
-2.7055,1.0488,0.12195,-1.8525,1.6551,0
-2.6971,1.0511,0.11188,-1.8479,1.6853,0
-2.7297,1.0406,0.11172,-1.8788,1.6838,0
-2.7365,1.0389,0.12173,-1.882,1.6537,0
-1.3786,1.5731,0.43021,-0.73306,1.3017,0
-1.4254,1.5517,0.45143,-0.75579,1.2763,0
-1.385,1.5976,0.54548,-0.70106,1.1843,0
-1.3306,1.6233,0.51155,-0.67825,1.2176,0
-1.295,1.6271,0.45329,-0.67373,1.2763,0
-1.3134,1.6095,0.43038,-0.69203,1.3017,0
-1.3622,1.5887,0.45592,-0.71479,1.2737,0
-1.4112,1.566,0.4809,-0.73755,1.2456,0
-1.3978,1.5812,0.5122,-0.7193,1.215,0
-1.3462,1.6054,0.483,-0.69652,1.2457,0
-2.1143,1.0604,0.65194,-1.0704,0.81932,0
-2.0744,1.0931,0.66146,-1.0478,0.84299,0
-2.0346,1.1406,0.6385,-1.042,0.89419,0
-2.0366,1.1527,0.60965,-1.0587,0.92172,0
-2.0785,1.1342,0.58041,-1.0966,0.92421,0
-2.1168,1.1059,0.57675,-1.1179,0.89916,0
-2.1531,1.0635,0.59348,-1.1237,0.84796,0
-2.1527,1.0471,0.6165,-1.1083,0.82181,0
-2.1142,1.0773,0.62591,-1.0862,0.84594,0
-2.0748,1.1085,0.63325,-1.0641,0.87006,0
-2.0762,1.1222,0.60625,-1.0804,0.89714,0
-2.1151,1.0924,0.60083,-1.102,0.87255,0
-2.2126,1.1049,0.47067,-1.2389,0.972,0
-2.1955,1.1036,0.48933,-1.2162,0.95556,0
-2.1441,1.126,0.50976,-1.1748,0.96604,0
-2.1091,1.1501,0.50894,-1.1561,0.99295,0
-2.0948,1.1709,0.48521,-1.1624,1.0363,0
-2.1163,1.1675,0.46496,-1.1874,1.0527,0
-2.1689,1.1447,0.44937,-1.2288,1.0422,0
-2.1997,1.1252,0.45179,-1.2452,1.0153,0
-2.1808,1.1257,0.47006,-1.2217,0.99889,0
-2.1623,1.1259,0.48935,-1.1983,0.98246,0
-2.1287,1.1484,0.48797,-1.1803,1.0094,0
-2.1487,1.1466,0.46813,-1.2046,1.0258,0
-2.6064,1.0579,0.28214,-1.6603,1.1435,0
-2.6239,1.051,0.28592,-1.6693,1.1155,0
-2.6051,1.0491,0.29753,-1.6417,1.0806,0
-2.5687,1.054,0.30682,-1.6051,1.0737,0
-2.5294,1.0651,0.31003,-1.5743,1.0952,0
-2.5268,1.0706,0.30268,-1.5801,1.1236,0
-2.546,1.072,0.28899,-1.6076,1.1585,0
-2.5675,1.0684,0.28326,-1.6294,1.165,0
-2.5799,1.0621,0.28851,-1.6335,1.1369,0
-2.5924,1.0556,0.29327,-1.6376,1.1087,0
-2.561,1.0603,0.3013,-1.606,1.102,0
-2.5534,1.0663,0.29535,-1.6068,1.1302,0
-1.9749,1.2508,0.45608,-1.1047,1.1423,0
-2.0166,1.2338,0.43683,-1.1412,1.1504,0
-2.0846,1.2007,0.42847,-1.1893,1.1288,0
-2.1113,1.1827,0.43763,-1.2009,1.0989,0
-2.027,1.2066,0.499,-1.1143,1.0579,0
-1.98,1.2383,0.4888,-1.0912,1.096,0
-2.015,1.2249,0.46763,-1.1239,1.1069,0
-2.0499,1.2123,0.44755,-1.1566,1.1178,0
-2.0831,1.1902,0.45696,-1.172,1.0853,0
-2.055,1.1982,0.47738,-1.1431,1.0716,0
-1.2272,1.6662,0.44989,-0.63276,1.2771,0
-1.1778,1.6845,0.42232,-0.61008,1.3032,0
-1.1508,1.6803,0.37658,-0.60607,1.3538,0
-1.173,1.661,0.35889,-0.62472,1.3784,0
-1.2406,1.6278,0.36403,-0.66569,1.3776,0
-1.2862,1.6111,0.38633,-0.68801,1.3524,0
-1.2467,1.6466,0.42791,-0.65118,1.3022,0
-1.1986,1.6643,0.40228,-0.62862,1.328,0
-1.2195,1.6455,0.38286,-0.64716,1.3528,0
-1.2664,1.6283,0.40674,-0.66959,1.3273,0
-2.1638,1.1581,0.42907,-1.239,1.0805,0
-2.1896,1.1523,0.41318,-1.2655,1.0919,0
-2.2429,1.1313,0.40091,-1.3075,1.0788,0
-2.2701,1.116,0.40289,-1.3229,1.0542,0
-2.2746,1.1026,0.41945,-1.3128,1.0159,0
-2.2523,1.1042,0.43575,-1.2872,1.0022,0
-2.1935,1.1401,0.43234,-1.255,1.0544,0
-2.2182,1.1356,0.41619,-1.2812,1.0666,0
-2.2465,1.119,0.41829,-1.297,1.0412,0
-2.223,1.1221,0.43456,-1.2711,1.0283,0
-1.1399,1.8645,0.72078,-0.50747,1.0459,0
-1.2014,1.8205,0.74949,-0.53535,1.0322,0
-1.2837,1.7774,0.82929,-0.56134,0.98723,0
-1.307,1.7784,0.88787,-0.55944,0.95605,0
-1.2666,1.8386,0.92264,-0.52897,0.93994,0
-1.1995,1.8975,0.88924,-0.5004,0.955,0
-1.1581,1.8762,0.77255,-0.50511,1.0156,0
-1.2214,1.8279,0.8029,-0.53323,1.0014,0
-1.2431,1.8341,0.86053,-0.5311,0.97068,0
-1.178,1.8873,0.82864,-0.50276,0.98531,0
-2.4708,0.8583,0.4493,-1.328,0.61474,0
-2.4584,0.87888,0.45348,-1.3287,0.64343,0
-2.4731,0.89871,0.43713,-1.3571,0.66736,0
-2.5,0.89907,0.41903,-1.3849,0.6626,0
-2.5295,0.88685,0.4024,-1.4061,0.63692,0
-2.5322,0.87318,0.40233,-1.3996,0.61599,0
-2.5175,0.85196,0.41489,-1.3712,0.59206,0
-2.5001,0.84475,0.42887,-1.3492,0.58905,0
-2.4911,0.86313,0.43268,-1.3519,0.61515,0
-2.4821,0.88115,0.43544,-1.3545,0.64126,0
-2.5058,0.88382,0.41842,-1.3803,0.63909,0
-2.5116,0.86813,0.41705,-1.3757,0.61558,0
-2.4877,1.1199,0.069224,-1.6659,1.8182,0
-2.4492,1.1328,0.069469,-1.6319,1.82,0
-2.4099,1.1463,0.058063,-1.5992,1.8519,0
-2.4099,1.1464,0.046326,-1.6005,1.8819,0
-2.4864,1.1205,0.04584,-1.668,1.8799,0
-2.4869,1.1202,0.057554,-1.6669,1.849,0
-2.4486,1.1331,0.057788,-1.6331,1.8504,0
-2.4483,1.1334,0.046067,-1.6342,1.8809,0
-2.5773,0.41212,0.13247,-1.2095,0.094067,0
-2.59,0.45278,0.12645,-1.2396,0.096438,0
-2.6121,0.4953,0.079343,-1.2798,0.065872,0
-2.6191,0.50298,0.038971,-1.2899,0.032936,0
-2.5765,0.37495,0.045311,-1.1932,0.030565,0
-2.5719,0.36995,0.091712,-1.1863,0.061131,0
-2.584,0.41483,0.087226,-1.2175,0.062711,0
-2.5974,0.45655,0.08311,-1.2486,0.064292,0
-2.6036,0.46346,0.040891,-1.2577,0.032146,0
-2.5893,0.42089,0.043001,-1.2254,0.031356,0
-0.89313,1.9044,0.46093,-0.42699,1.2074,0
-0.89466,1.8873,0.44193,-0.4326,1.2276,0
-0.94407,1.8437,0.43464,-0.46413,1.2491,0
-0.99093,1.8163,0.44388,-0.49007,1.2504,0
-1.0415,1.8074,0.48683,-0.50941,1.217,0
-1.0471,1.8272,0.52512,-0.5028,1.1822,0
-1.0002,1.875,0.53925,-0.47126,1.1607,0
-0.94614,1.8997,0.51057,-0.44633,1.174,0
-0.94492,1.88,0.48375,-0.45226,1.199,0
-0.94424,1.8613,0.45847,-0.4582,1.224,0
-0.9932,1.8347,0.47344,-0.4838,1.2205,0
-0.99626,1.8542,0.5052,-0.47753,1.1906,0
-0.18493,2.097,0.10015,-0.087847,1.2768,0
-0.17905,2.124,0.10192,-0.083984,1.2543,0
-0.11626,2.173,0.071422,-0.053414,1.2212,0
-0.058551,2.1914,0.036902,-0.026707,1.2106,0
-0.063679,2.0822,0.033042,-0.03057,1.2997,0
-0.12729,2.0783,0.065895,-0.06114,1.2995,0
-0.12364,2.1076,0.067784,-0.058564,1.2734,0
-0.11997,2.1391,0.06966,-0.055989,1.2473,0
-0.060269,2.1519,0.03563,-0.027995,1.2403,0
-0.061977,2.1156,0.034323,-0.029282,1.27,0
-2.3268,1.0845,0.40426,-1.3555,1.0027,0
-2.3561,1.0684,0.40347,-1.3726,0.97583,0
-2.3612,1.0528,0.41665,-1.3625,0.9372,0
-2.3375,1.0529,0.43263,-1.3353,0.92547,0
-2.2864,1.0702,0.45182,-1.2926,0.93864,0
-2.2584,1.0879,0.45293,-1.2771,0.96354,0
-2.281,1.0868,0.43574,-1.3032,0.9766,0
-2.3038,1.0856,0.41952,-1.3293,0.98966,0
-2.3326,1.0691,0.41861,-1.3459,0.96343,0
-2.3094,1.0697,0.43469,-1.3193,0.95104,0
-2.3611,1.0057,0.45812,-1.319,0.83511,0
-2.3439,1.0063,0.47003,-1.3004,0.83169,0
-2.3073,1.019,0.48759,-1.2698,0.8433,0
-2.2876,1.0313,0.49229,-1.2577,0.85834,0
-2.2828,1.0472,0.48011,-1.2665,0.88683,0
-2.2983,1.0502,0.46449,-1.2873,0.90029,0
-2.3356,1.0369,0.44963,-1.3179,0.88867,0
-2.357,1.021,0.44865,-1.3278,0.86361,0
-2.3404,1.0203,0.46104,-1.3084,0.85684,0
-2.3238,1.0197,0.47401,-1.2891,0.85007,0
-2.3034,1.0333,0.47737,-1.2778,0.86845,0
-2.3194,1.0352,0.46314,-1.2979,0.87856,0
-2.5233,0.49796,0.36857,-1.1919,0.27523,0
-2.5198,0.4615,0.36722,-1.1718,0.25859,0
-2.5052,0.40128,0.39406,-1.1295,0.24898,0
-2.4936,0.37955,0.42559,-1.1074,0.25601,0
-2.4901,0.4249,0.43776,-1.1237,0.27946,0
-2.487,0.46822,0.4473,-1.14,0.3029,0
-2.5052,0.48245,0.40645,-1.1659,0.28907,0
-2.5049,0.44293,0.40117,-1.1477,0.26902,0
-2.3914,0.98915,0.44926,-1.3386,0.81139,0
-2.4045,0.97269,0.45087,-1.3396,0.78425,0
-2.3916,0.96011,0.46729,-1.3158,0.76233,0
-2.3652,0.96523,0.48371,-1.291,0.76756,0
-2.3345,0.98369,0.49487,-1.2714,0.79128,0
-2.3306,0.99565,0.48877,-1.2766,0.80977,0
-2.3711,0.99102,0.46188,-1.318,0.81085,0
-2.3813,0.97579,0.46494,-1.3169,0.78659,0
-2.358,0.97948,0.47962,-1.2941,0.78894,0
-2.3509,0.99316,0.47505,-1.2973,0.81031,0
-1.1658,1.7855,0.61911,-0.54857,1.1194,0
-1.1101,1.8178,0.59377,-0.52238,1.1334,0
-1.1019,1.7634,0.48533,-0.54628,1.2282,0
-1.1667,1.7348,0.51802,-0.57655,1.2046,0
-1.2272,1.7184,0.57847,-0.59613,1.1558,0
-1.2238,1.7344,0.60947,-0.58545,1.1306,0
-1.1653,1.7677,0.58317,-0.5579,1.1478,0
-1.1063,1.7986,0.55496,-0.53035,1.165,0
-1.1036,1.7806,0.51887,-0.53831,1.1966,0
-1.1656,1.7508,0.54952,-0.56722,1.1762,0
-1.6671,1.4176,0.63939,-0.83859,1.0598,0
-1.7158,1.3821,0.65022,-0.86277,1.0369,0
-1.7646,1.3416,0.69407,-0.8734,0.98574,0
-1.7666,1.3359,0.73158,-0.85987,0.95761,0
-1.7185,1.3758,0.72375,-0.83653,0.98018,0
-1.6697,1.4152,0.71318,-0.81319,1.0027,0
-1.6679,1.4168,0.67517,-0.82589,1.0313,0
-1.7166,1.3795,0.6859,-0.84965,1.0085,0
-0.63165,1.7155,0.018223,-0.35956,1.9446,0
-0.66587,1.7078,0.0095022,-0.37978,1.9723,0
-0.72488,1.6958,0.014372,-0.41437,1.9608,0
-0.75008,1.6919,0.029561,-0.42874,1.9216,0
-0.65974,1.7134,0.037505,-0.37507,1.8904,0
-0.64557,1.7142,0.02767,-0.36731,1.9175,0
-0.68526,1.705,0.021379,-0.39084,1.9391,0
-0.70502,1.7028,0.033852,-0.4019,1.906,0
-2.2384,1.0628,0.50174,-1.2283,0.89529,0
-2.2087,1.0822,0.5059,-1.2109,0.91721,0
-2.225,1.0844,0.48731,-1.233,0.93265,0
-2.2415,1.0863,0.46965,-1.255,0.94809,0
-2.2701,1.0681,0.4676,-1.2711,0.92419,0
-2.2541,1.0656,0.48423,-1.2497,0.90974,0
-1.3173,1.686,0.67464,-0.62219,1.0829,0
-1.2694,1.7191,0.65945,-0.59848,1.0941,0
-1.2686,1.6845,0.56925,-0.62356,1.165,0
-1.306,1.6647,0.58871,-0.64031,1.149,0
-1.3498,1.6469,0.63315,-0.65335,1.1125,0
-1.3569,1.6497,0.65992,-0.64963,1.0921,0
-1.3129,1.6789,0.64456,-0.62823,1.1049,0
-1.2685,1.7072,0.62771,-0.60684,1.1178,0
-1.2683,1.6956,0.59766,-0.6152,1.1414,0
-1.3091,1.6718,0.61593,-0.63427,1.127,0
-0.079163,1.9819,0.032234,-0.039919,1.4061,0
-0.1578,1.9719,0.063052,-0.079839,1.4122,0
-0.14781,2.0038,0.064524,-0.073606,1.3746,0
-0.13765,2.0391,0.065455,-0.067373,1.3371,0
-0.068938,2.0454,0.033033,-0.033686,1.3352,0
-0.074093,2.0121,0.032769,-0.036803,1.3707,0
-2.5526,0.85257,0.38981,-1.4062,0.57903,0
-2.5699,0.84679,0.37778,-1.4193,0.56299,0
-2.5696,0.82483,0.37662,-1.4053,0.53285,0
-2.5529,0.80671,0.38841,-1.3783,0.51874,0
-2.5194,0.80311,0.41646,-1.3432,0.53177,0
-2.5015,0.81989,0.4307,-1.3353,0.55891,0
-2.5182,0.83127,0.41616,-1.3589,0.56561,0
-2.5352,0.84219,0.40256,-1.3826,0.57232,0
-2.5526,0.83312,0.38979,-1.394,0.55258,0
-2.5357,0.8186,0.40268,-1.3686,0.54218,0
-2.37,1.1501,0.20749,-1.5209,1.4736,0
-2.4042,1.1403,0.19648,-1.5542,1.4932,0
-2.4656,1.1211,0.19278,-1.6075,1.4876,0
-2.4928,1.1118,0.19926,-1.6275,1.4624,0
-2.4979,1.1083,0.21325,-1.6243,1.4206,0
-2.4759,1.1137,0.22137,-1.6012,1.404,0
-2.4148,1.1322,0.22655,-1.5479,1.4096,0
-2.3754,1.1458,0.22298,-1.5177,1.4318,0
-2.4055,1.1376,0.21246,-1.5476,1.4504,0
-2.4356,1.1294,0.2024,-1.5776,1.469,0
-2.4668,1.1187,0.20799,-1.601,1.4448,0
-2.4408,1.1255,0.21708,-1.5744,1.4272,0
-0.83925,1.9386,0.44753,-0.39812,1.2039,0
-0.78681,1.9525,0.41423,-0.37484,1.2205,0
-0.7564,1.9351,0.37192,-0.36676,1.2579,0
-0.77794,1.9079,0.36248,-0.38196,1.2788,0
-0.83132,1.8795,0.37583,-0.41083,1.2823,0
-0.86372,1.8758,0.39948,-0.42451,1.265,0
-0.84726,1.9164,0.43092,-0.40692,1.2243,0
-0.80167,1.9267,0.40121,-0.38684,1.2411,0
-0.81651,1.9024,0.38842,-0.39884,1.2617,0
-0.85542,1.8955,0.41493,-0.41572,1.2446,0
-1.044,1.6164,0.042093,-0.60603,1.9095,0
-0.9914,1.6316,0.042439,-0.57355,1.9063,0
-0.9146,1.6511,0.027858,-0.52738,1.9354,0
-0.89129,1.6562,0.013685,-0.51369,1.9677,0
-1.0533,1.6119,0.013548,-0.61284,1.9709,0
-1.0745,1.6063,0.027386,-0.62567,1.9418,0
-1.0217,1.6217,0.027697,-0.59291,1.9397,0
-0.9684,1.6366,0.027859,-0.56014,1.9375,0
-0.94578,1.6419,0.013724,-0.54674,1.9688,0
-0.99978,1.6271,0.013674,-0.57979,1.9698,0
-2.5415,1.0954,0.21173,-1.6622,1.4121,0
-2.5631,1.0882,0.21776,-1.677,1.3871,0
-2.5633,1.0865,0.22772,-1.6709,1.3556,0
-2.542,1.0918,0.23216,-1.6499,1.3491,0
-2.4984,1.1043,0.2346,-1.612,1.3576,0
-2.4761,1.1116,0.23226,-1.595,1.3725,0
-2.498,1.1063,0.22515,-1.6174,1.3857,0
-2.5197,1.1009,0.21831,-1.6398,1.3989,0
-2.5415,1.0936,0.22314,-1.6553,1.3773,0
-2.52,1.099,0.22875,-1.6336,1.3674,0
-2.5582,1.0819,0.25404,-1.6475,1.272,0
-2.5956,1.0732,0.24785,-1.6832,1.2765,0
-2.6484,1.0593,0.24816,-1.7273,1.2527,0
-2.6643,1.054,0.25366,-1.7356,1.2245,0
-2.65,1.0541,0.26453,-1.713,1.188,0
-2.6195,1.0594,0.2709,-1.6821,1.1797,0
-2.5661,1.0733,0.27282,-1.6381,1.2035,0
-2.5433,1.082,0.26715,-1.6249,1.2355,0
-2.5785,1.0743,0.26022,-1.659,1.2413,0
-2.6136,1.0668,0.2539,-1.6932,1.247,0
-2.6317,1.0604,0.25947,-1.7031,1.2175,0
-2.599,1.0668,0.26585,-1.6706,1.2105,0
-2.4308,1.0048,0.41439,-1.3949,0.85013,0
-2.4045,1.0049,0.43001,-1.3663,0.84433,0
-2.4093,1.0366,0.40225,-1.401,0.91792,0
-2.4334,1.0207,0.40164,-1.4123,0.88692,0
-2.4078,1.0207,0.41627,-1.3841,0.87915,0
-2.3823,1.0208,0.43193,-1.3559,0.87138,0
-2.36,1.0368,0.43279,-1.3456,0.89842,0
-2.3846,1.0367,0.41702,-1.3733,0.90817,0
-2.8563,1.0142,0.26286,-1.8878,1.0895,0
-2.8412,1.0172,0.25945,-1.8801,1.1177,0
-2.8647,1.0142,0.25025,-1.915,1.164,0
-2.9032,1.0074,0.24578,-1.9575,1.182,0
-2.935,1.0043,0.25992,-1.9652,1.0871,0
-2.9033,1.0082,0.26254,-1.9303,1.0741,0
-2.8904,1.0101,0.25895,-1.9252,1.1041,0
-2.8775,1.012,0.25484,-1.9201,1.134,0
-2.9137,1.0064,0.25103,-1.96,1.1503,0
-2.9243,1.0053,0.25576,-1.9626,1.1187,0
-2.282,0.99724,0.52909,-1.2225,0.79943,0
-2.3105,0.98365,0.51498,-1.2444,0.78611,0
-2.3456,0.9514,0.50853,-1.2589,0.74518,0
-2.3529,0.93041,0.5156,-1.2517,0.71756,0
-2.2587,0.97284,0.57417,-1.1763,0.75892,0
-2.2555,0.99324,0.55858,-1.1885,0.78583,0
-2.2861,0.97794,0.54204,-1.212,0.77228,0
-2.3161,0.96401,0.52533,-1.2355,0.75873,0
-2.3221,0.94296,0.53511,-1.2266,0.73135,0
-2.2908,0.95709,0.55468,-1.2014,0.74513,0
-1.1168,1.5959,0.055803,-0.65055,1.884,0
-1.1378,1.5911,0.070397,-0.66259,1.8552,0
-1.1069,1.6032,0.086842,-0.64156,1.8202,0
-1.0542,1.6199,0.087982,-0.60849,1.8139,0
-0.97958,1.6395,0.072781,-0.56397,1.8395,0
-0.95872,1.6428,0.057412,-0.55252,1.8713,0
-1.0119,1.6275,0.057175,-0.5852,1.8755,0
-1.0646,1.6119,0.056631,-0.61787,1.8797,0
-1.0856,1.6075,0.071546,-0.62972,1.8499,0
-1.0328,1.6236,0.072358,-0.59684,1.8447,0
-2.3191,1.0998,0.38906,-1.3638,1.0451,0
-2.3412,1.0984,0.37489,-1.3893,1.0605,0
-2.3957,1.0822,0.36127,-1.4354,1.0489,0
-2.4276,1.068,0.3602,-1.4561,1.0219,0
-2.4343,1.0542,0.37178,-1.4477,0.9796,0
-2.4095,1.0536,0.38621,-1.4187,0.96426,0
-2.3495,1.084,0.38906,-1.3821,1.0181,0
-2.3725,1.0832,0.37474,-1.4088,1.0335,0
-2.4036,1.0684,0.3737,-1.4282,1.0066,0
-2.3797,1.0685,0.3881,-1.4004,0.99119,0
-2.1737,1.1786,0.37164,-1.2814,1.1799,0
-2.1949,1.1719,0.36398,-1.3005,1.1833,0
-2.2361,1.1559,0.3582,-1.3323,1.1716,0
-2.256,1.1464,0.35961,-1.3449,1.1566,0
-2.2557,1.1402,0.37262,-1.3357,1.1288,0
-2.2355,1.1434,0.38508,-1.3139,1.1161,0
-2.1944,1.1598,0.39251,-1.2821,1.1278,0
-2.1734,1.1728,0.38631,-1.2722,1.1521,0
-2.1944,1.167,0.37661,-1.2923,1.1586,0
-2.2152,1.1613,0.36724,-1.3123,1.1651,0
-2.2355,1.1507,0.37013,-1.324,1.147,0
-2.215,1.1552,0.38108,-1.3031,1.1374,0
-1.1914,1.5787,0.10606,-0.6927,1.7876,0
-1.2244,1.5709,0.12743,-0.71077,1.7488,0
-1.1904,1.5864,0.14597,-0.68606,1.7121,0
-1.1218,1.6095,0.14174,-0.64328,1.7142,0
-1.0346,1.6334,0.12018,-0.59214,1.7468,0
-1.0175,1.6348,0.10418,-0.58378,1.7772,0
-1.0762,1.6164,0.10532,-0.62009,1.7807,0
-1.1342,1.5977,0.10593,-0.65639,1.7841,0
-1.162,1.5922,0.12563,-0.67123,1.7481,0
-1.0987,1.6129,0.12322,-0.63169,1.7474,0
-1.4796,1.5201,0.44338,-0.79262,1.2816,0
-1.4878,1.5117,0.41637,-0.80672,1.3122,0
-1.5406,1.4828,0.40621,-0.84403,1.3196,0
-1.5845,1.4614,0.4209,-0.86725,1.2963,0
-1.6238,1.4425,0.46245,-0.87761,1.2413,0
-1.6204,1.4455,0.49174,-0.86475,1.2095,0
-1.5737,1.4714,0.47682,-0.84071,1.2335,0
-1.5267,1.4963,0.46066,-0.81666,1.2575,0
-1.5333,1.4895,0.43272,-0.83035,1.2886,0
-1.5786,1.4664,0.44812,-0.85398,1.2649,0
-1.7174,1.3911,0.047035,-1.0534,1.9056,0
-1.76,1.3758,0.047095,-1.0841,1.9046,0
-1.8075,1.3588,0.063122,-1.1175,1.8709,0
-1.8134,1.3566,0.079176,-1.1202,1.8382,0
-1.7796,1.369,0.095395,-1.0934,1.8072,0
-1.7389,1.3838,0.09544,-1.0639,1.8089,0
-1.724,1.3889,0.063132,-1.0569,1.8734,0
-1.766,1.3737,0.063161,-1.0872,1.8721,0
-1.7725,1.3715,0.079261,-1.0903,1.8397,0
-1.7312,1.3865,0.079257,-1.0604,1.8411,0
-2.5203,1.0932,0.25295,-1.6175,1.2925,0
-2.5203,1.0953,0.24495,-1.6232,1.3176,0
-2.6005,1.0756,0.23008,-1.7009,1.3351,0
-2.6165,1.0702,0.23634,-1.7099,1.3081,0
-2.5526,1.0854,0.24698,-1.6483,1.2977,0
-2.5472,1.0887,0.23968,-1.6491,1.3234,0
-2.5739,1.0822,0.23473,-1.675,1.3292,0
-2.5847,1.0777,0.24145,-1.6791,1.3029,0
-1.6625,1.4107,0.031306,-1.0151,1.9377,0
-1.6511,1.4146,0.015667,-1.0076,1.9689,0
-1.7507,1.3791,0.031428,-1.0783,1.9364,0
-1.7069,1.3948,0.031391,-1.0467,1.9371,0
-1.6968,1.3984,0.01571,-1.04,1.9685,0
-1.7419,1.3822,0.01573,-1.0725,1.9682,0
-1.2048,1.5673,0.042484,-0.70716,1.9139,0
-1.1508,1.5842,0.04209,-0.67283,1.9133,0
-1.2136,1.5633,0.014058,-0.71383,1.9715,0
-1.2358,1.5567,0.028299,-0.72765,1.943,0
-1.1826,1.5735,0.028094,-0.69366,1.9426,0
-1.1289,1.5901,0.027795,-0.65967,1.9422,0
-1.1073,1.596,0.013772,-0.6465,1.9711,0
-1.1607,1.5798,0.013941,-0.68016,1.9713,0
-1.0821,1.7143,0.36781,-0.56586,1.3551,0
-1.0359,1.7261,0.3413,-0.54432,1.3809,0
-1.0148,1.7167,0.30299,-0.54113,1.4293,0
-1.0395,1.6981,0.29066,-0.55949,1.4519,0
-1.1075,1.6693,0.29923,-0.59969,1.4506,0
-1.1513,1.6567,0.32035,-0.62153,1.4268,0
-1.1051,1.6939,0.35172,-0.58442,1.379,0
-1.0598,1.706,0.32717,-0.56278,1.4042,0
-1.0837,1.6871,0.31313,-0.58123,1.4274,0
-1.1282,1.6747,0.33591,-0.60298,1.4029,0
-2.8956,1.0071,0.2711,-1.9031,1.0004,0
-2.8835,1.0093,0.26875,-1.8993,1.0308,0
-2.9645,1.002,0.26914,-1.969,0.98999,0
-2.9361,1.0037,0.27071,-1.9379,0.97997,0
-2.9251,1.0051,0.2686,-1.9354,1.0114,0
-2.9142,1.0066,0.26587,-1.9329,1.0428,0
