"phi_0","gradPhi_0","gradPhi_1","Points:0","Points:1","Points:2"
-2.1542,1.2334,0.10475,-1.3779,1.7593,0
-2.1153,1.247,0.10818,-1.3462,1.7555,0
-2.1121,1.2486,0.094732,-1.3462,1.7859,0
-2.8872,0.88802,0.1891,-1.7231,0.35638,0
-2.8703,0.88342,0.19772,-1.7069,0.3693,0
-2.8527,0.88627,0.21546,-1.6956,0.40624,0
-2.8517,0.89339,0.22385,-1.7004,0.43026,0
-2.8826,0.91125,0.22248,-1.739,0.44785,0
-2.9148,0.92217,0.21425,-1.7726,0.44142,0
-2.8965,0.89998,0.19814,-1.7396,0.38473,0
-2.8745,0.89298,0.20658,-1.7176,0.39548,0
-2.8786,0.90228,0.21484,-1.7283,0.42167,0
-2.9056,0.91137,0.20652,-1.7561,0.41308,0
-2.1979,1.1949,0.2887,-1.3457,1.3385,0
-2.1509,1.2117,0.29613,-1.3073,1.3407,0
-2.137,1.2201,0.28296,-1.3034,1.3727,0
-2.1235,1.228,0.26954,-1.2996,1.4047,0
-2.166,1.213,0.26213,-1.3349,1.4068,0
-2.1817,1.2042,0.27559,-1.3403,1.3726,0
-2.8328,0.86464,0.20685,-1.664,0.36941,0
-2.8126,0.84935,0.20735,-1.6373,0.35659,0
-2.7851,0.84361,0.22557,-1.6111,0.38091,0
-2.7768,0.85459,0.24178,-1.6116,0.41805,0
-2.7952,0.87776,0.24739,-1.6431,0.45488,0
-2.8227,0.88922,0.2391,-1.6742,0.45458,0
-2.8263,0.88096,0.22912,-1.6708,0.42619,0
-2.8297,0.87272,0.21836,-1.6674,0.3978,0
-2.8072,0.85855,0.22174,-1.6393,0.38935,0
-2.8014,0.868,0.23508,-1.6412,0.42212,0
-2.7182,0.75512,0.20776,-1.5015,0.28478,0
-2.7102,0.76477,0.22726,-1.4998,0.31585,0
-2.7312,0.79537,0.23167,-1.5356,0.34586,0
-2.7616,0.81467,0.21912,-1.5731,0.34482,0
-2.7874,0.81955,0.19788,-1.5976,0.31707,0
-2.7819,0.80562,0.18685,-1.5845,0.29036,0
-2.7591,0.777,0.17874,-1.5487,0.26035,0
-2.7422,0.762,0.18288,-1.526,0.25703,0
-2.739,0.77266,0.20015,-1.5292,0.28664,0
-2.7353,0.78378,0.21642,-1.5324,0.31625,0
-2.7611,0.80206,0.20666,-1.565,0.31666,0
-2.7602,0.78944,0.19318,-1.5568,0.2885,0
-1.376,1.6177,0.59843,-0.67934,1.1389,0
-1.4081,1.5926,0.58886,-0.70161,1.145,0
-1.4491,1.5887,0.70446,-0.68998,1.0528,0
-1.4071,1.6205,0.69701,-0.66794,1.0623,0
-1.3959,1.6202,0.66249,-0.67174,1.0878,0
-1.3855,1.6192,0.62964,-0.67554,1.1134,0
-1.4206,1.5924,0.62519,-0.69773,1.1142,0
-1.4342,1.5911,0.66372,-0.69385,1.0835,0
-2.7926,0.79542,0.15789,-1.5872,0.24105,0
-2.8085,0.80014,0.14122,-1.6029,0.21845,0
-2.7412,0.73685,0.1471,-1.5114,0.1973,0
-2.7337,0.74116,0.16744,-1.5073,0.22551,0
-2.7528,0.76007,0.16396,-1.5339,0.23069,0
-2.7724,0.77813,0.16076,-1.5605,0.23587,0
-2.7854,0.78013,0.14294,-1.5724,0.2114,0
-2.7629,0.75904,0.14491,-1.5419,0.20435,0
-1.7204,1.3894,0.45706,-0.9413,1.2274,0
-1.6744,1.4145,0.4465,-0.91589,1.2502,0
-1.6317,1.4363,0.40845,-0.90228,1.3046,0
-1.6362,1.4332,0.3834,-0.9141,1.3363,0
-1.7668,1.3674,0.41268,-0.98905,1.2718,0
-1.7659,1.366,0.43892,-0.97788,1.2382,0
-1.7215,1.3898,0.42991,-0.95268,1.2603,0
-1.6768,1.4133,0.41973,-0.92748,1.2825,0
-1.68,1.4116,0.39415,-0.93908,1.3148,0
-1.7236,1.3896,0.40392,-0.96407,1.2933,0
-2.1421,1.1944,0.36818,-1.262,1.203,0
-2.1322,1.2028,0.35664,-1.2617,1.2295,0
-2.1564,1.1976,0.33946,-1.2882,1.2512,0
-2.19,1.185,0.33397,-1.3151,1.2465,0
-2.1677,1.1853,0.36099,-1.2837,1.2037,0
-2.1619,1.1917,0.35026,-1.286,1.2274,0
-2.1914,1.181,0.34395,-1.3102,1.2254,0
-2.193,1.1767,0.35396,-1.3054,1.2043,0
-2.621,0.72049,0.30002,-1.3951,0.35969,0
-2.6068,0.7335,0.3218,-1.3887,0.39027,0
-2.616,0.77539,0.32815,-1.4205,0.43557,0
-2.6414,0.80071,0.31525,-1.4586,0.45031,0
-2.6798,0.80685,0.28632,-1.4972,0.42566,0
-2.691,0.79059,0.26701,-1.4976,0.38629,0
-2.6783,0.75444,0.25524,-1.4659,0.34098,0
-2.6559,0.73231,0.26566,-1.4337,0.33505,0
-2.6434,0.74549,0.28792,-1.4293,0.36856,0
-2.6301,0.75986,0.30876,-1.4249,0.40207,0
-2.6544,0.78431,0.29696,-1.461,0.41387,0
-2.6668,0.7688,0.27692,-1.4634,0.37742,0
-2.2367,1.1777,0.29683,-1.3701,1.3047,0
-2.2297,1.1757,0.31251,-1.356,1.2732,0
-2.1541,1.2029,0.32494,-1.2946,1.281,0
-2.1523,1.2076,0.31049,-1.3009,1.3109,0
-2.1948,1.1923,0.30359,-1.3355,1.3078,0
-2.1921,1.1889,0.31869,-1.3253,1.2771,0
-2.8016,0.96631,0.29017,-1.7289,0.72116,0
-2.8093,0.95902,0.28623,-1.7273,0.68887,0
-2.7864,0.94491,0.28869,-1.6924,0.65325,0
-2.756,0.93805,0.29703,-1.6592,0.64993,0
-2.7169,0.9421,0.31161,-1.6276,0.68086,0
-2.7078,0.95299,0.31562,-1.6293,0.71511,0
-2.7301,0.96685,0.30906,-1.6641,0.75073,0
-2.7619,0.97013,0.30065,-1.6973,0.75209,0
-2.7701,0.96189,0.29763,-1.6957,0.71914,0
-2.7783,0.95349,0.29366,-1.6941,0.6862,0
-2.7475,0.94783,0.3021,-1.6608,0.68353,0
-2.7389,0.95746,0.30611,-1.6625,0.71713,0
-2.1892,0.68052,1.0342,-0.88372,0.52483,0
-2.1477,0.74702,1.0689,-0.86615,0.55239,0
-2.1353,0.79466,1.0237,-0.88309,0.57672,0
-2.1765,0.73295,0.99213,-0.90141,0.54966,0
-1.6735,1.4111,0.21604,-0.99281,1.5884,0
-1.6233,1.4307,0.20698,-0.96036,1.6078,0
-1.5773,1.447,0.1784,-0.9354,1.6604,0
-1.5825,1.4439,0.15983,-0.94289,1.6935,0
-1.6289,1.4257,0.14474,-0.978,1.7194,0
-1.6692,1.4107,0.14763,-1.0056,1.7121,0
-1.7127,1.3948,0.1745,-1.0306,1.6595,0
-1.7174,1.3934,0.19923,-1.0279,1.6142,0
-1.6711,1.4113,0.19273,-0.99708,1.6296,0
-1.6244,1.4292,0.18578,-0.96624,1.645,0
-1.6263,1.4275,0.16504,-0.97212,1.6822,0
-1.6697,1.4112,0.16993,-1.0014,1.6709,0
-2.0427,1.2306,0.40321,-1.1759,1.1902,0
-2.0279,1.2422,0.38775,-1.174,1.2217,0
-2.0761,1.2179,0.39116,-1.2046,1.1944,0
-2.063,1.2284,0.37712,-1.2033,1.2243,0
-2.0978,1.2153,0.36674,-1.2325,1.2269,0
-2.1093,1.2058,0.37947,-1.2333,1.1987,0
-2.6928,0.9214,0.31801,-1.5877,0.63935,0
-2.6602,0.91124,0.33113,-1.5495,0.6321,0
-2.6182,0.92005,0.35098,-1.5166,0.66681,0
-2.6083,0.93879,0.35411,-1.5219,0.70877,0
-2.6744,0.94823,0.3271,-1.5935,0.713,0
-2.6837,0.93498,0.32325,-1.5906,0.67618,0
-2.6508,0.92763,0.33634,-1.5536,0.67149,0
-2.6413,0.94346,0.3399,-1.5577,0.71089,0
-2.5477,1.0983,0.15543,-1.6953,1.576,0
-2.5742,1.0903,0.14897,-1.7215,1.5904,0
-2.6232,1.075,0.15087,-1.765,1.5778,0
-2.6459,1.068,0.1588,-1.7824,1.5509,0
-2.6455,1.068,0.17241,-1.7755,1.5093,0
-2.6221,1.0747,0.1785,-1.7513,1.4946,0
-2.5972,1.0824,0.17107,-1.7326,1.5217,0
-2.5724,1.0903,0.16338,-1.714,1.5489,0
-2.5978,1.0827,0.15702,-1.7395,1.5633,0
-2.6216,1.0753,0.16483,-1.7575,1.5363,0
-2.55,1.0985,0.12142,-1.7095,1.6714,0
-2.5752,1.0903,0.13223,-1.7286,1.6381,0
-2.5232,1.107,0.12998,-1.6828,1.651,0
-2.5486,1.0986,0.13962,-1.7022,1.6207,0
-2.522,1.1068,0.14724,-1.6758,1.6033,0
-2.4964,1.1154,0.13878,-1.6562,1.6306,0
-1.7037,1.3996,0.24657,-1.0052,1.5332,0
-1.6846,1.4079,0.2695,-0.98505,1.4974,0
-1.6264,1.4332,0.28163,-0.9415,1.4844,0
-1.5863,1.4496,0.26942,-0.91806,1.5071,0
-1.5544,1.4604,0.2364,-0.90572,1.5623,0
-1.5632,1.4552,0.21661,-0.91681,1.5948,0
-1.6104,1.437,0.22714,-0.94626,1.5742,0
-1.6572,1.4184,0.23715,-0.97571,1.5537,0
-1.6415,1.4258,0.25899,-0.9586,1.5191,0
-1.5981,1.4432,0.24793,-0.93216,1.5407,0
-2.7007,0.83813,0.28621,-1.5352,0.46176,0
-2.7341,0.85218,0.27057,-1.5736,0.45847,0
-2.7439,0.83907,0.25494,-1.5734,0.42059,0
-2.7531,0.82652,0.23779,-1.5733,0.3827,0
-2.7217,0.80886,0.25155,-1.5354,0.38449,0
-2.7116,0.82318,0.26974,-1.5353,0.42312,0
-2.0008,1.1116,0.77234,-0.95836,0.80816,0
-1.9571,1.1539,0.77821,-0.93638,0.83243,0
-1.9079,1.2119,0.74362,-0.92847,0.88474,0
-1.9047,1.2248,0.70821,-0.94254,0.91277,0
-1.9472,1.1991,0.67523,-0.9795,0.91609,0
-1.9909,1.1627,0.67329,-1.0024,0.89138,0
-2.0357,1.1102,0.69892,-1.0103,0.83907,0
-2.039,1.0913,0.73043,-0.99531,0.81148,0
-1.9963,1.1308,0.73779,-0.97303,0.8359,0
-1.9526,1.171,0.74219,-0.95075,0.86032,0
-1.9493,1.186,0.70788,-0.96512,0.88821,0
-1.993,1.1478,0.70478,-0.98771,0.86364,0
-1.6666,1.4187,0.53604,-0.87706,1.1538,0
-1.715,1.3883,0.54767,-0.90222,1.1298,0
-1.7621,1.3547,0.5893,-0.9139,1.0751,0
-1.7624,1.3509,0.62303,-0.90042,1.0445,0
-1.7144,1.3851,0.61407,-0.87592,1.0678,0
-1.6659,1.4188,0.60291,-0.85141,1.0912,0
-1.6657,1.4191,0.5685,-0.86423,1.1225,0
-1.7142,1.3872,0.57992,-0.88907,1.0988,0
-1.9185,1.2834,0.44782,-1.0727,1.1772,0
-1.9057,1.2956,0.42004,-1.0773,1.2203,0
-1.9345,1.2875,0.3861,-1.1119,1.2601,0
-1.9743,1.2698,0.37917,-1.1421,1.2567,0
-1.9605,1.2646,0.43259,-1.1071,1.1815,0
-1.947,1.2768,0.40925,-1.1095,1.2208,0
-1.9878,1.259,0.39847,-1.1418,1.2213,0
-2.0019,1.247,0.41769,-1.1415,1.1859,0
-1.811,1.347,0.39009,-1.0274,1.2915,0
-1.8529,1.3264,0.39184,-1.0546,1.2775,0
-1.878,1.3003,0.47493,-1.0343,1.1576,0
-1.8224,1.3319,0.47163,-1.0005,1.1811,0
-1.8138,1.3431,0.41626,-1.0185,1.2547,0
-1.8601,1.3192,0.4187,-1.0479,1.2375,0
-1.8685,1.3106,0.44638,-1.0411,1.1975,0
-1.8176,1.3381,0.44342,-1.0095,1.2179,0
-2.5349,0.95424,0.38461,-1.4614,0.75263,0
-2.5667,0.95526,0.36938,-1.4943,0.75169,0
-2.5852,0.91875,0.36709,-1.4837,0.67446,0
-2.5521,0.91828,0.38437,-1.4508,0.6821,0
-2.5435,0.93669,0.38519,-1.4561,0.71737,0
-2.5759,0.93741,0.36905,-1.489,0.71307,0
-2.4178,0.90105,0.47704,-1.3011,0.67807,0
-2.3893,0.90406,0.49887,-1.2728,0.68401,0
-2.4001,0.94134,0.47152,-1.3109,0.73424,0
-2.4088,0.92166,0.47479,-1.306,0.70615,0
-2.381,0.92553,0.49474,-1.2788,0.71186,0
-2.373,0.94591,0.48965,-1.2849,0.73971,0
-0.96096,2.157,0.83251,-0.38223,0.95406,0
-0.93586,2.1315,0.76732,-0.38178,0.98424,0
-1.0106,2.0796,0.82059,-0.4119,0.97005,0
-1.0843,2.0232,0.86966,-0.44187,0.95552,0
-1.1113,2.0363,0.93693,-0.44208,0.9262,0
-1.0367,2.0987,0.88688,-0.4123,0.94046,0
-1.2111,1.6285,0.32291,-0.6585,1.4294,0
-1.2273,1.6148,0.30479,-0.67362,1.4559,0
-1.2856,1.5879,0.30503,-0.71062,1.4592,0
-1.3274,1.573,0.32275,-0.7325,1.436,0
-1.2996,1.5977,0.36427,-0.70284,1.3803,0
-1.2553,1.6137,0.34365,-0.68067,1.4048,0
-1.2702,1.6005,0.32401,-0.69564,1.432,0
-1.3133,1.585,0.3431,-0.71767,1.4081,0
-1.9218,1.2676,0.50788,-1.046,1.0993,0
-1.9121,1.265,0.54177,-1.024,1.0645,0
-1.8574,1.2935,0.57324,-0.97709,1.055,0
-1.8104,1.3256,0.56637,-0.95224,1.0804,0
-1.7628,1.3605,0.52545,-0.94049,1.1387,0
-1.7638,1.3626,0.49512,-0.9536,1.1716,0
-1.8173,1.3307,0.50146,-0.98442,1.1475,0
-1.87,1.299,0.50572,-1.0152,1.1234,0
-1.8631,1.2968,0.53846,-0.99616,1.0892,0
-1.8133,1.3287,0.533,-0.96833,1.1139,0
-0.94961,1.7443,0.29285,-0.50348,1.4295,0
-0.90947,1.7512,0.27097,-0.48418,1.4523,0
-0.98028,1.7008,0.24115,-0.53482,1.5169,0
-1.0221,1.6912,0.25959,-0.55633,1.4957,0
-0.97384,1.7256,0.28185,-0.52109,1.4516,0
-0.93314,1.7335,0.26117,-0.50106,1.4738,0
-0.95674,1.7168,0.25123,-0.51794,1.4954,0
-0.99799,1.7079,0.27075,-0.53871,1.4736,0
-1.5034,1.4969,0.36618,-0.83307,1.3738,0
-1.5107,1.4904,0.34271,-0.84532,1.4047,0
-1.5597,1.4666,0.33389,-0.88036,1.4131,0
-1.6006,1.4485,0.34697,-0.90313,1.3905,0
-1.5891,1.4572,0.39514,-0.87921,1.3277,0
-1.5463,1.4774,0.38102,-0.85614,1.3507,0
-1.5526,1.472,0.35694,-0.86825,1.3819,0
-1.5945,1.4529,0.37053,-0.89117,1.3591,0
-2.3493,0.48216,0.77574,-0.9871,0.41361,0
-2.3767,0.44931,0.72275,-1.0046,0.38778,0
-2.3894,0.35948,0.74294,-0.97575,0.35461,0
-2.3621,0.40081,0.80002,-0.9615,0.38293,0
-1.7581,1.3773,0.24235,-1.0445,1.5339,0
-1.7932,1.3626,0.25982,-1.0637,1.4988,0
-1.8136,1.3528,0.2918,-1.067,1.4415,0
-1.7988,1.3584,0.30717,-1.0512,1.4193,0
-1.7401,1.3846,0.2621,-1.0258,1.5026,0
-1.7768,1.369,0.2772,-1.0464,1.4721,0
-1.7608,1.3754,0.29516,-1.0292,1.4453,0
-1.7227,1.3919,0.28258,-1.0071,1.4714,0
-1.5273,1.4778,0.29831,-0.86993,1.467,0
-1.5365,1.4716,0.27717,-0.88227,1.4984,0
-1.6085,1.4434,0.32436,-0.91592,1.4218,0
-1.568,1.4609,0.31159,-0.89292,1.4444,0
-1.5769,1.4552,0.29012,-0.90549,1.4757,0
-1.6172,1.4383,0.3026,-0.92871,1.4531,0
-1.9023,1.2542,0.60851,-0.98684,1,0
-1.9019,1.2458,0.64067,-0.97172,0.97042,0
-1.8571,1.2728,0.67185,-0.93339,0.96517,0
-1.8108,1.3096,0.66653,-0.91016,0.98952,0
-1.8095,1.3215,0.59795,-0.93821,1.0501,0
-1.8562,1.2879,0.60437,-0.96252,1.0251,0
-1.8561,1.281,0.63722,-0.94796,0.99512,0
-1.8096,1.3161,0.6313,-0.92419,1.0198,0
-2.6146,0.83398,0.34513,-1.4539,0.51965,0
-2.6415,0.82808,0.32446,-1.4753,0.49235,0
-2.5742,0.75964,0.36289,-1.372,0.44877,0
-2.5559,0.77279,0.38244,-1.3616,0.4767,0
-2.5746,0.79481,0.36902,-1.3923,0.49102,0
-2.5942,0.81516,0.35658,-1.4231,0.50533,0
-2.6181,0.80717,0.3361,-1.4409,0.47782,0
-2.5957,0.78434,0.3489,-1.4064,0.4633,0
-2.3478,1.1634,0.15363,-1.5239,1.6159,0
-2.3328,1.1691,0.14461,-1.5143,1.6411,0
-2.3414,1.1671,0.13208,-1.5251,1.6711,0
-2.3645,1.1594,0.12882,-1.5456,1.676,0
-2.3993,1.147,0.14139,-1.5714,1.6386,0
-2.3736,1.1552,0.14742,-1.5476,1.6272,0
-2.3574,1.1611,0.13983,-1.5364,1.6492,0
-2.3819,1.1532,0.13517,-1.5585,1.6573,0
-1.9285,1.1312,0.95103,-0.85215,0.75368,0
-1.9345,1.1106,1.0001,-0.836,0.72898,0
-1.8236,1.2593,0.90719,-0.82274,0.82863,0
-1.8744,1.2041,0.90839,-0.84552,0.80351,0
-1.8776,1.1907,0.95607,-0.82914,0.77909,0
-1.8822,1.1751,1.0071,-0.81276,0.75466,0
-1.8282,1.2402,1.0081,-0.78953,0.78034,0
-1.8252,1.2505,0.95588,-0.80614,0.80449,0
-1.8181,1.2851,0.77782,-0.86902,0.90522,0
-1.8657,1.241,0.78102,-0.89171,0.88096,0
-1.9149,1.1832,0.81988,-0.89904,0.8306,0
-1.9188,1.1673,0.86119,-0.88367,0.80449,0
-1.8187,1.2779,0.81825,-0.8536,0.87969,0
-1.8673,1.2305,0.82094,-0.87632,0.85515,0
-1.8702,1.2183,0.86333,-0.86092,0.82933,0
-1.8205,1.2694,0.86133,-0.83817,0.85416,0
-1.8121,1.3029,0.70156,-0.89645,0.96142,0
-1.8588,1.2638,0.70629,-0.91949,0.9371,0
-1.8616,1.2533,0.74265,-0.9056,0.90903,0
-1.8145,1.2947,0.73861,-0.88274,0.93332,0
-2.2498,1.1976,0.14485,-1.4457,1.6538,0
-2.2841,1.1861,0.14005,-1.4752,1.66,0
-2.3138,1.1745,0.15967,-1.4936,1.607,0
-2.2794,1.1857,0.16595,-1.4633,1.5981,0
-2.2645,1.1918,0.15551,-1.4545,1.6259,0
-2.2988,1.1803,0.14996,-1.4844,1.6335,0
-2.8911,0.88077,0.17389,-1.7205,0.32142,0
-2.8784,0.86811,0.16669,-1.7016,0.29939,0
-2.8416,0.84693,0.17473,-1.6587,0.2995,0
-2.8173,0.83967,0.19106,-1.6346,0.32164,0
-2.8718,0.87497,0.18457,-1.7016,0.33742,0
-2.8566,0.86127,0.1798,-1.6802,0.31846,0
-2.8346,0.85501,0.19336,-1.6587,0.33752,0
-2.8523,0.86958,0.19555,-1.6828,0.35341,0
-2.8518,0.83904,0.14854,-1.6613,0.25019,0
-2.8379,0.82256,0.13718,-1.64,0.22302,0
-2.8091,0.8253,0.18091,-1.6188,0.29478,0
-2.8305,0.83179,0.16446,-1.6401,0.27248,0
-2.8195,0.81621,0.1533,-1.6215,0.24547,0
-2.8009,0.81052,0.16985,-1.603,0.26792,0
-2.3319,1.1352,0.3134,-1.4298,1.2191,0
-2.3462,1.1345,0.3016,-1.4484,1.2409,0
-2.3925,1.1215,0.29176,-1.4897,1.242,0
-2.4239,1.11,0.29298,-1.5124,1.2213,0
-2.4407,1.0992,0.30406,-1.5162,1.179,0
-2.4266,1.099,0.31463,-1.4973,1.1574,0
-2.3953,1.1106,0.31465,-1.4748,1.178,0
-2.3637,1.1227,0.31425,-1.4523,1.1985,0
-2.378,1.1223,0.30283,-1.471,1.2203,0
-2.4095,1.1106,0.30364,-1.4936,1.1996,0
-1.6709,1.4164,0.47478,-0.90294,1.218,0
-1.7176,1.3897,0.4857,-0.92827,1.1948,0
-1.7158,1.3894,0.51586,-0.91525,1.1623,0
-1.6683,1.4178,0.50459,-0.89,1.1859,0
-2.648,0.89187,0.3347,-1.5238,0.59896,0
-2.6676,0.88406,0.32294,-1.5362,0.57309,0
-2.6802,0.86038,0.30904,-1.5314,0.51982,0
-2.6739,0.84267,0.30675,-1.5141,0.49243,0
-2.6363,0.8742,0.33848,-1.5005,0.57253,0
-2.6585,0.86673,0.324,-1.5159,0.54617,0
-2.6498,0.84813,0.32454,-1.4956,0.51926,0
-2.6251,0.85491,0.34197,-1.4772,0.54609,0
-2.5038,0.20588,0.3827,-1.0441,0.18516,0
-2.4961,0.15218,0.42755,-1.0124,0.19013,0
-2.4935,0.32223,0.4241,-1.0821,0.23543,0
-2.5037,0.28828,0.38525,-1.0789,0.20782,0
-2.4919,0.23782,0.43385,-1.0439,0.21424,0
-2.4815,0.18473,0.4893,-1.0089,0.22066,0
-2.4649,0.22089,0.54804,-1.0046,0.25102,0
-2.4785,0.2725,0.48174,-1.0434,0.24323,0
-2.2834,1.1633,0.28496,-1.4118,1.3117,0
-2.3223,1.1481,0.28786,-1.4394,1.2872,0
-2.2981,1.1483,0.31352,-1.4052,1.2371,0
-2.2641,1.1617,0.31322,-1.3806,1.2552,0
-2.2735,1.1628,0.29893,-1.3962,1.2835,0
-2.3101,1.1484,0.30052,-1.4223,1.2622,0
-2.0502,1.1676,0.55559,-1.096,0.97279,0
-2.0616,1.1713,0.53044,-1.1167,0.99632,0
-2.1253,1.1134,0.55331,-1.1369,0.92146,0
-2.088,1.1403,0.55532,-1.1164,0.94712,0
-2.0982,1.1456,0.53153,-1.1363,0.97004,0
-2.1344,1.1201,0.53101,-1.1558,0.94375,0
-0.71231,2.3171,0.63737,-0.28344,0.99079,0
-0.67621,2.279,0.5685,-0.2766,1.0246,0
-0.76359,2.2368,0.63893,-0.31178,1.0115,0
-0.85023,2.1875,0.7055,-0.34684,0.99804,0
-0.87911,2.2159,0.77172,-0.34955,0.96697,0
-0.79617,2.2694,0.7065,-0.31661,0.97922,0
-2.2317,1.2059,0.11087,-1.4394,1.7369,0
-2.2671,1.1937,0.10799,-1.4692,1.7397,0
-2.3072,1.1796,0.11535,-1.5009,1.7172,0
-2.3125,1.1773,0.12541,-1.5028,1.6917,0
-2.2434,1.2006,0.13361,-1.4436,1.6815,0
-2.2374,1.2033,0.12228,-1.4415,1.7092,0
-2.2725,1.1914,0.11875,-1.4712,1.7132,0
-2.2781,1.1888,0.12944,-1.4732,1.6866,0
-0.49142,2.3123,0.39843,-0.20513,1.067,0
-0.56745,2.2794,0.45471,-0.23745,1.0627,0
-0.47337,2.4351,0.43635,-0.18767,1.011,0
-0.44311,2.3864,0.3847,-0.18024,1.0411,0
-0.52163,2.3557,0.44913,-0.21245,1.036,0
-0.59939,2.3199,0.51058,-0.24457,1.0305,0
-0.63354,2.3615,0.57355,-0.2517,0.9982,0
-0.55384,2.401,0.50641,-0.21976,1.0049,0
-0.75618,1.885,0.3228,-0.37843,1.3228,0
-0.71372,1.8864,0.29412,-0.3597,1.346,0
-0.70781,1.8615,0.26632,-0.36272,1.3873,0
-0.74321,1.8377,0.2648,-0.38447,1.4054,0
-0.81631,1.8131,0.28661,-0.42357,1.3992,0
-0.85505,1.8103,0.31199,-0.44094,1.3749,0
-0.82254,1.834,0.31644,-0.4201,1.3576,0
-0.7896,1.859,0.32008,-0.39926,1.3402,0
-0.7484,1.8608,0.29258,-0.38099,1.3637,0
-0.78259,1.8364,0.29005,-0.40228,1.3815,0
-1.3798,1.5478,0.31911,-0.76721,1.4417,0
-1.3907,1.5388,0.29875,-0.78005,1.4706,0
-1.4409,1.5154,0.29315,-0.81446,1.4782,0
-1.4798,1.5,0.30688,-0.83602,1.4569,0
-1.4622,1.5146,0.35093,-0.81112,1.3964,0
-1.421,1.5316,0.33521,-0.78916,1.4191,0
-1.4307,1.5234,0.31378,-0.80181,1.4487,0
-1.4707,1.5072,0.32845,-0.82357,1.4267,0
-2.5405,0.99022,0.36812,-1.4985,0.83354,0
-2.5536,0.97311,0.36959,-1.4964,0.79261,0
-2.5207,0.97201,0.3851,-1.4616,0.79015,0
-2.5064,0.98914,0.38406,-1.4619,0.82767,0
-1.2614,1.6637,0.50017,-0.63923,1.2277,0
-1.2462,1.6828,0.52415,-0.62302,1.2044,0
-1.1272,1.7351,0.46372,-0.56755,1.2532,0
-1.1525,1.7088,0.44276,-0.58882,1.2782,0
-1.2069,1.6874,0.47173,-0.61402,1.2529,0
-1.1867,1.7103,0.49441,-0.59528,1.2288,0
-0.80897,1.7948,0.25872,-0.42577,1.4407,0
-0.83947,1.7756,0.25452,-0.44533,1.4579,0
-0.91843,1.7653,0.2998,-0.48263,1.4113,0
-0.88692,1.7872,0.30619,-0.46178,1.3931,0
-0.84769,1.7916,0.282,-0.44378,1.4169,0
-0.87873,1.7709,0.27677,-0.46398,1.4346,0
-1.8918,1.3101,0.37296,-1.089,1.2938,0
-1.8901,1.3135,0.35358,-1.0961,1.3242,0
-1.9234,1.3013,0.33168,-1.1283,1.3501,0
-1.9574,1.2867,0.32848,-1.1535,1.3456,0
-1.9626,1.2817,0.34518,-1.1496,1.316,0
-1.9682,1.2761,0.36208,-1.1458,1.2863,0
-1.9303,1.2928,0.36764,-1.1174,1.2901,0
-1.9266,1.2974,0.34949,-1.1229,1.3201,0
-1.5119,1.4637,0.01572,-0.91081,1.9691,0
-1.5284,1.4582,0.031447,-0.92163,1.9383,0
-1.4994,1.4687,0.050197,-0.90077,1.9018,0
-1.4529,1.4851,0.053121,-0.86911,1.8961,0
-1.4149,1.4971,0.017629,-0.84526,1.9654,0
-1.4636,1.4804,0.016692,-0.87804,1.9673,0
-1.4813,1.4746,0.033418,-0.88941,1.9345,0
-1.4336,1.4911,0.035331,-0.85718,1.9308,0
-2.4985,1.094,0.27134,-1.5862,1.2452,0
-2.4767,1.0967,0.28232,-1.5607,1.2229,0
-2.3761,1.1317,0.27914,-1.4858,1.2841,0
-2.3916,1.1297,0.26843,-1.5047,1.3054,0
-2.4632,1.1054,0.27066,-1.559,1.2653,0
-2.4434,1.1079,0.28161,-1.5357,1.2433,0
-2.4099,1.1195,0.28054,-1.5108,1.2637,0
-2.4276,1.1173,0.2697,-1.5318,1.2853,0
-0.61418,1.9421,0.27598,-0.30415,1.3222,0
-0.64325,1.9134,0.27181,-0.32256,1.3457,0
-0.70836,1.9392,0.33864,-0.34589,1.2794,0
-0.66095,1.9416,0.30665,-0.32502,1.3008,0
-0.6875,1.9131,0.30071,-0.34236,1.3234,0
-0.73241,1.9113,0.33095,-0.36216,1.3011,0
-2.3357,1.1703,0.10428,-1.5274,1.7412,0
-2.3689,1.1591,0.10339,-1.5558,1.7399,0
-2.3392,1.1683,0.12285,-1.5259,1.6945,0
-2.3373,1.1694,0.11358,-1.5266,1.7179,0
-2.3672,1.1593,0.11188,-1.5524,1.7186,0
-2.3658,1.1594,0.12036,-1.549,1.6973,0
-1.8195,1.3481,0.32739,-1.058,1.3829,0
-1.8544,1.3321,0.33127,-1.0806,1.3687,0
-1.8527,1.3289,0.37107,-1.0633,1.3079,0
-1.8132,1.3479,0.3685,-1.0376,1.3219,0
-1.816,1.3482,0.34761,-1.0478,1.3524,0
-1.8533,1.3308,0.35089,-1.0719,1.3383,0
-1.2893,1.6628,0.54946,-0.64179,1.1825,0
-1.31,1.6425,0.53025,-0.66002,1.2001,0
-1.3589,1.6187,0.55985,-0.68081,1.1725,0
-1.3326,1.6411,0.57427,-0.66056,1.1608,0
-2.3564,1.1455,0.25448,-1.4855,1.3568,0
-2.3819,1.1363,0.25635,-1.5045,1.3418,0
-2.3077,1.1574,0.27437,-1.4364,1.3268,0
-2.3321,1.1515,0.26421,-1.461,1.3418,0
